Center,Tile1,Distance1,Tile2,Distance2,Tile3,Distance3,Tile4,Distance4,Tile5,Distance5,Tile6,Distance6,Tile7,Distance7,Tile8,Distance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,1727.0819033167013,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,1905.7059091974209,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3327.430654393085,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,3685.369591283068,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,3876.733467844571,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3930.8355218472393,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,1727.0819033167013,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,1959.5063163363923,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3401.592873315185,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3627.961262087003,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,3630.9164236753536,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3648.781363584901,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,1959.5063163363923,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,2094.3770626644746,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3092.536671829666,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,3381.4898807587124,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,3685.369591283068,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3883.0153938954068,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,1957.9097561215624,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,2094.3770626644746,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,2819.3647481071675,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,3703.0263998128585,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,3784.3656696013136,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3922.6148088469154,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,1827.348126570085,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,1957.9097561215624,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,2870.8959802895306,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,3453.592008811036,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,3709.050510649954,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,1685.5721988737969,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,2920.897036182566,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3405.854032347271,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,3555.7696219704612,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3601.3573479779975,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3729.307063762808,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3797.551040204686,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3902.7563222896542
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,1685.5721988737969,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,1720.9531034876456,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3137.515326367086,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3243.4168812622493,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,3381.1806547252463,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,3563.743572955519,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3588.4330785722864,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3825.8998782316917
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,1720.9531034876456,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,1843.5118151309966,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,2945.577415037314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3156.5025316131505,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3257.533706950929,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3258.34179860912,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3405.854032347271,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3465.5006263709233
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,1313.0626578962742,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,1843.5118151309966,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,2688.345108328536,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,2905.135574631122,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3344.088791299657,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,3462.093079462681,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3496.498346099482,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,3563.743572955519
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,1313.0626578962742,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,1377.3464203676772,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,2992.094032480101,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3086.5365125571802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3156.5025316131505,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,3176.874221236314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3238.102867428972,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3659.439839552539
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,1377.3464203676772,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,1799.7269855497111,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,2688.345108328536,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,2947.2609848554093,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3098.255737341568,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,3180.6833842497217,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3871.3975081977574,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,1799.7269855497111,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3176.874221236314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3180.6813172095945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3506.1681882158923,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,1466.0661836780605,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,1756.388764331375,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,2366.5350638781915,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,2778.3032302370007,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,2932.97303471121,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3161.269947199921,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,3248.084733709957,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,3577.5510531102186
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,1756.388764331375,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,1907.187539295708,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,2817.5759782556925,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,3077.87380528213,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3109.181216582731,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3185.2627822319146,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3864.191398611379,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,1907.187539295708,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3104.792636908503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3217.0095539317945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3641.738029234538,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3994.313574037595,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,1461.168156030066,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,1905.5416557532478,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2588.458034351456,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3043.270824248021,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3159.6996800980937,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,3373.7691714260195,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,3380.4793584619288,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,3608.7674483962037
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,1270.4002212404455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,1905.5416557532478,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,2751.3150448676793,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,2778.3032302370007,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3052.814106955809,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,3365.6260620856615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3469.0383702546515,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,3474.3995850966394
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,1270.4002212404455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,1800.3541100506225,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,2366.5350638781915,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3006.6966466683407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,3109.181216582731,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3159.6996800980937,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3375.404705268287,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3833.5983449476507
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,1800.3541100506225,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,2038.037615549932,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,2817.5759782556925,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3052.814106955809,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3161.269947199921,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,3217.0095539317945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3653.7565935368184,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3968.2593005038534
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,1931.9280601706432,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,2038.037615549932,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,3104.792636908503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3601.3573479779975,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3610.646932245584,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,3825.8998782316917,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3833.5983449476507,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,3864.191398611379
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,1678.7793567061176,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,1931.9280601706432,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,3243.4168812622493,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3465.5006263709233,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3557.703389973027,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3902.7563222896542,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3968.2593005038534,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,3994.313574037595
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,1678.7793567061176,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,1884.3767887113625,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,2945.577415037314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,3344.088791299657,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,3453.4703222561857,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,3588.4330785722864,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3610.646932245584,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,1569.9605125736537,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,1884.3767887113625,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,2905.135574631122,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3086.5365125571802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3366.217639447719,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3557.703389973027,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3588.7513860276063,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,3871.3975081977574
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,1569.9605125736537,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,1799.7275973647043,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,2992.094032480101,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,3180.6833842497217,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3453.4703222561857,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,3462.093079462681,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,1799.7275973647043,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,3098.255737341568,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,3180.6813172095945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3366.217639447719,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3659.439839552539,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
